item,canonical_model,subjective_rank,subjective_worth,benchmark_category,dataset,score_mean,objective_rank,subjective_label,objective_source
qwen3.tts,qwen3-tts,1,0.317398723409799,GENERIC,qwen3-tts/1.7b-base/eng,91.22657362507216,3.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
indextts,indextts,2,0.163458700013522,GENERIC,indextts/default/eng,87.93387668565039,8.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
recording,recording,3,0.0,GENERIC,recording/default/eng,79.03589664639014,18.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
e2.tts,e2-tts,4,-0.831598125330395,GENERIC,e2-tts/default/eng,86.54948240782323,10.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
f5.tts,f5-tts,5,-1.22124076883453,GENERIC,f5-tts/v1/eng,89.40683625325805,5.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
vibevoice,vibevoice,6,-1.65097131714821,GENERIC,vibevoice/default/eng,85.45896071126003,12.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
fish.speech,fish-speech,7,-1.81283702895312,GENERIC,fish-speech/s1-mini/eng,91.45862653061556,2.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
hierspeech,hierspeech,8,-1.98895599630293,GENERIC,hierspeech/v1.1/eng,81.52235603133254,16.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
voicecraft,voicecraft,9,-2.18098694371845,GENERIC,voicecraft/giga830m_tts_enhanced/eng,84.98729680008148,13.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
tortoise,tortoise,10,-2.20868955441487,GENERIC,tortoise/default/eng,89.24489530996084,6.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
maskgct,maskgct,11,-2.48063080699836,GENERIC,maskgct/default/eng,83.58157800125157,14.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
vevo,vevo,12,-2.5395361116823,GENERIC,vevo/vevo1.5/eng,82.4544664836593,15.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
gpt.sovits,gpt-sovits,13,-2.56398770420866,GENERIC,gpt-sovits/v4/eng,88.46382878181174,7.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
whisperspeech,whisperspeech,14,-2.60623944981779,GENERIC,whisperspeech/small/eng,87.49678084759371,9.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
openvoice,openvoice,15,-2.61233845985587,GENERIC,openvoice/default/eng,90.56905114726167,4.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
styletts2,styletts2,16,-2.62845214901266,GENERIC,styletts2/default/eng,91.6722600994197,1.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
metavoice,metavoice,17,-2.83840817953614,GENERIC,metavoice/default/eng,80.31561481439034,17.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
xtts,xtts,18,-3.99775562565176,GENERIC,xtts/v2/eng,86.17940684453468,11.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
styletts2,styletts2,1,7.35473764138706,GENERIC,styletts2/default/eng,91.6722600994197,1.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
openvoice,openvoice,2,6.56135052845577,GENERIC,openvoice/default/eng,90.56905114726167,4.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
fish.speech,fish-speech,3,6.03682954661918,GENERIC,fish-speech/s1-mini/eng,91.45862653061556,2.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
qwen3.tts,qwen3-tts,4,6.0315929599841,GENERIC,qwen3-tts/1.7b-base/eng,91.22657362507216,3.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
f5.tts,f5-tts,5,6.03092157928828,GENERIC,f5-tts/v1/eng,89.40683625325805,5.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
tortoise,tortoise,6,5.54499083672332,GENERIC,tortoise/default/eng,89.24489530996084,6.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
vibevoice,vibevoice,7,5.47467214002922,GENERIC,vibevoice/default/eng,85.45896071126003,12.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
whisperspeech,whisperspeech,8,5.31707917725478,GENERIC,whisperspeech/small/eng,87.49678084759371,9.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
xtts,xtts,9,5.12435601804802,GENERIC,xtts/v2/eng,86.17940684453468,11.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
gpt.sovits,gpt-sovits,10,5.07793252670201,GENERIC,gpt-sovits/v4/eng,88.46382878181174,7.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
indextts,indextts,11,4.96149952680145,GENERIC,indextts/default/eng,87.93387668565039,8.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
hierspeech,hierspeech,12,4.68315516859304,GENERIC,hierspeech/v1.1/eng,81.52235603133254,16.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
metavoice,metavoice,13,4.37485937309078,GENERIC,metavoice/default/eng,80.31561481439034,17.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
vevo,vevo,14,4.30172370197253,GENERIC,vevo/vevo1.5/eng,82.4544664836593,15.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
e2.tts,e2-tts,15,4.11821068137815,GENERIC,e2-tts/default/eng,86.54948240782323,10.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
voicecraft,voicecraft,16,3.67431458016339,GENERIC,voicecraft/giga830m_tts_enhanced/eng,84.98729680008148,13.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
maskgct,maskgct,17,3.5705299191152,GENERIC,maskgct/default/eng,83.58157800125157,14.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
recording,recording,18,0.0,GENERIC,recording/default/eng,79.03589664639014,18.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
qwen3.tts,qwen3-tts,1,0.317398723409799,INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,82.61854348141247,1.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
indextts,indextts,2,0.163458700013522,INTELLIGIBILITY,indextts/default/eng,81.47303885813511,3.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
recording,recording,3,0.0,INTELLIGIBILITY,recording/default/eng,77.22937439800934,12.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
e2.tts,e2-tts,4,-0.831598125330395,INTELLIGIBILITY,e2-tts/default/eng,79.18035288746486,9.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
f5.tts,f5-tts,5,-1.22124076883453,INTELLIGIBILITY,f5-tts/v1/eng,80.5235562531777,6.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
vibevoice,vibevoice,6,-1.65097131714821,INTELLIGIBILITY,vibevoice/default/eng,79.69656153002349,8.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
fish.speech,fish-speech,7,-1.81283702895312,INTELLIGIBILITY,fish-speech/s1-mini/eng,78.53817385735987,10.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
hierspeech,hierspeech,8,-1.98895599630293,INTELLIGIBILITY,hierspeech/v1.1/eng,80.41021564056061,7.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
voicecraft,voicecraft,9,-2.18098694371845,INTELLIGIBILITY,voicecraft/giga830m_tts_enhanced/eng,76.72529700510964,14.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
tortoise,tortoise,10,-2.20868955441487,INTELLIGIBILITY,tortoise/default/eng,76.38272091259468,15.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
maskgct,maskgct,11,-2.48063080699836,INTELLIGIBILITY,maskgct/default/eng,78.05219902019641,11.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
vevo,vevo,12,-2.5395361116823,INTELLIGIBILITY,vevo/vevo1.5/eng,77.05264572728987,13.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
gpt.sovits,gpt-sovits,13,-2.56398770420866,INTELLIGIBILITY,gpt-sovits/v4/eng,81.32893070401514,4.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
whisperspeech,whisperspeech,14,-2.60623944981779,INTELLIGIBILITY,whisperspeech/small/eng,71.225256987369,17.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
openvoice,openvoice,15,-2.61233845985587,INTELLIGIBILITY,openvoice/default/eng,73.4047461875233,16.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
styletts2,styletts2,16,-2.62845214901266,INTELLIGIBILITY,styletts2/default/eng,82.1176012203818,2.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
metavoice,metavoice,17,-2.83840817953614,INTELLIGIBILITY,metavoice/default/eng,68.03559604919508,18.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
xtts,xtts,18,-3.99775562565176,INTELLIGIBILITY,xtts/v2/eng,80.81288795731095,5.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
styletts2,styletts2,1,7.35473764138706,INTELLIGIBILITY,styletts2/default/eng,82.1176012203818,2.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
openvoice,openvoice,2,6.56135052845577,INTELLIGIBILITY,openvoice/default/eng,73.4047461875233,16.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
fish.speech,fish-speech,3,6.03682954661918,INTELLIGIBILITY,fish-speech/s1-mini/eng,78.53817385735987,10.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
qwen3.tts,qwen3-tts,4,6.0315929599841,INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,82.61854348141247,1.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
f5.tts,f5-tts,5,6.03092157928828,INTELLIGIBILITY,f5-tts/v1/eng,80.5235562531777,6.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
tortoise,tortoise,6,5.54499083672332,INTELLIGIBILITY,tortoise/default/eng,76.38272091259468,15.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
vibevoice,vibevoice,7,5.47467214002922,INTELLIGIBILITY,vibevoice/default/eng,79.69656153002349,8.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
whisperspeech,whisperspeech,8,5.31707917725478,INTELLIGIBILITY,whisperspeech/small/eng,71.225256987369,17.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
xtts,xtts,9,5.12435601804802,INTELLIGIBILITY,xtts/v2/eng,80.81288795731095,5.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
gpt.sovits,gpt-sovits,10,5.07793252670201,INTELLIGIBILITY,gpt-sovits/v4/eng,81.32893070401514,4.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
indextts,indextts,11,4.96149952680145,INTELLIGIBILITY,indextts/default/eng,81.47303885813511,3.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
hierspeech,hierspeech,12,4.68315516859304,INTELLIGIBILITY,hierspeech/v1.1/eng,80.41021564056061,7.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
metavoice,metavoice,13,4.37485937309078,INTELLIGIBILITY,metavoice/default/eng,68.03559604919508,18.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
vevo,vevo,14,4.30172370197253,INTELLIGIBILITY,vevo/vevo1.5/eng,77.05264572728987,13.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
e2.tts,e2-tts,15,4.11821068137815,INTELLIGIBILITY,e2-tts/default/eng,79.18035288746486,9.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
voicecraft,voicecraft,16,3.67431458016339,INTELLIGIBILITY,voicecraft/giga830m_tts_enhanced/eng,76.72529700510964,14.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
maskgct,maskgct,17,3.5705299191152,INTELLIGIBILITY,maskgct/default/eng,78.05219902019641,11.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
recording,recording,18,0.0,INTELLIGIBILITY,recording/default/eng,77.22937439800934,12.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
qwen3.tts,qwen3-tts,1,0.317398723409799,OVERALL,qwen3-tts/1.7b-base/eng,82.80783355722576,1.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
indextts,indextts,2,0.163458700013522,OVERALL,indextts/default/eng,78.08550758839029,7.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
recording,recording,3,0.0,OVERALL,recording/default/eng,70.14757456821468,17.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
e2.tts,e2-tts,4,-0.831598125330395,OVERALL,e2-tts/default/eng,76.52869218590278,10.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
f5.tts,f5-tts,5,-1.22124076883453,OVERALL,f5-tts/v1/eng,79.85172917733055,4.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
vibevoice,vibevoice,6,-1.65097131714821,OVERALL,vibevoice/default/eng,76.06440973776782,11.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
fish.speech,fish-speech,7,-1.81283702895312,OVERALL,fish-speech/s1-mini/eng,81.09149730551357,3.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
hierspeech,hierspeech,8,-1.98895599630293,OVERALL,hierspeech/v1.1/eng,72.98139082548894,15.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
voicecraft,voicecraft,9,-2.18098694371845,OVERALL,voicecraft/giga830m_tts_enhanced/eng,73.500703196559,13.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
tortoise,tortoise,10,-2.20868955441487,OVERALL,tortoise/default/eng,79.28941896381247,6.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
maskgct,maskgct,11,-2.48063080699836,OVERALL,maskgct/default/eng,73.15621089194966,14.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
vevo,vevo,12,-2.5395361116823,OVERALL,vevo/vevo1.5/eng,72.93402036312196,16.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
gpt.sovits,gpt-sovits,13,-2.56398770420866,OVERALL,gpt-sovits/v4/eng,76.8534831510639,9.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
whisperspeech,whisperspeech,14,-2.60623944981779,OVERALL,whisperspeech/small/eng,77.77358533280041,8.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
openvoice,openvoice,15,-2.61233845985587,OVERALL,openvoice/default/eng,79.49079404884155,5.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
styletts2,styletts2,16,-2.62845214901266,OVERALL,styletts2/default/eng,81.19489578641327,2.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
metavoice,metavoice,17,-2.83840817953614,OVERALL,metavoice/default/eng,68.44601432110518,18.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
xtts,xtts,18,-3.99775562565176,OVERALL,xtts/v2/eng,75.96884252912247,12.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
styletts2,styletts2,1,7.35473764138706,OVERALL,styletts2/default/eng,81.19489578641327,2.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
openvoice,openvoice,2,6.56135052845577,OVERALL,openvoice/default/eng,79.49079404884155,5.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
fish.speech,fish-speech,3,6.03682954661918,OVERALL,fish-speech/s1-mini/eng,81.09149730551357,3.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
qwen3.tts,qwen3-tts,4,6.0315929599841,OVERALL,qwen3-tts/1.7b-base/eng,82.80783355722576,1.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
f5.tts,f5-tts,5,6.03092157928828,OVERALL,f5-tts/v1/eng,79.85172917733055,4.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
tortoise,tortoise,6,5.54499083672332,OVERALL,tortoise/default/eng,79.28941896381247,6.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
vibevoice,vibevoice,7,5.47467214002922,OVERALL,vibevoice/default/eng,76.06440973776782,11.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
whisperspeech,whisperspeech,8,5.31707917725478,OVERALL,whisperspeech/small/eng,77.77358533280041,8.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
xtts,xtts,9,5.12435601804802,OVERALL,xtts/v2/eng,75.96884252912247,12.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
gpt.sovits,gpt-sovits,10,5.07793252670201,OVERALL,gpt-sovits/v4/eng,76.8534831510639,9.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
indextts,indextts,11,4.96149952680145,OVERALL,indextts/default/eng,78.08550758839029,7.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
hierspeech,hierspeech,12,4.68315516859304,OVERALL,hierspeech/v1.1/eng,72.98139082548894,15.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
metavoice,metavoice,13,4.37485937309078,OVERALL,metavoice/default/eng,68.44601432110518,18.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
vevo,vevo,14,4.30172370197253,OVERALL,vevo/vevo1.5/eng,72.93402036312196,16.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
e2.tts,e2-tts,15,4.11821068137815,OVERALL,e2-tts/default/eng,76.52869218590278,10.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
voicecraft,voicecraft,16,3.67431458016339,OVERALL,voicecraft/giga830m_tts_enhanced/eng,73.500703196559,13.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
maskgct,maskgct,17,3.5705299191152,OVERALL,maskgct/default/eng,73.15621089194966,14.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
recording,recording,18,0.0,OVERALL,recording/default/eng,70.14757456821468,17.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
qwen3.tts,qwen3-tts,1,0.317398723409799,PROSODY,qwen3-tts/1.7b-base/eng,79.81285319615066,4.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
indextts,indextts,2,0.163458700013522,PROSODY,indextts/default/eng,74.99788424193653,8.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
recording,recording,3,0.0,PROSODY,recording/default/eng,63.77657720781002,18.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
e2.tts,e2-tts,4,-0.831598125330395,PROSODY,e2-tts/default/eng,70.96915813043181,12.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
f5.tts,f5-tts,5,-1.22124076883453,PROSODY,f5-tts/v1/eng,76.55056812823426,7.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
vibevoice,vibevoice,6,-1.65097131714821,PROSODY,vibevoice/default/eng,72.50082118500406,9.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
fish.speech,fish-speech,7,-1.81283702895312,PROSODY,fish-speech/s1-mini/eng,82.59166725626412,2.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
hierspeech,hierspeech,8,-1.98895599630293,PROSODY,hierspeech/v1.1/eng,66.8017498296821,16.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
voicecraft,voicecraft,9,-2.18098694371845,PROSODY,voicecraft/giga830m_tts_enhanced/eng,71.21109769079061,11.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
tortoise,tortoise,10,-2.20868955441487,PROSODY,tortoise/default/eng,79.77030588884341,6.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
maskgct,maskgct,11,-2.48063080699836,PROSODY,maskgct/default/eng,68.23444428411554,15.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
vevo,vevo,12,-2.5395361116823,PROSODY,vevo/vevo1.5/eng,66.71838971133513,17.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
gpt.sovits,gpt-sovits,13,-2.56398770420866,PROSODY,gpt-sovits/v4/eng,70.3477201039644,13.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
whisperspeech,whisperspeech,14,-2.60623944981779,PROSODY,whisperspeech/small/eng,85.46543342966919,1.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
openvoice,openvoice,15,-2.61233845985587,PROSODY,openvoice/default/eng,81.29334155408618,3.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
styletts2,styletts2,16,-2.62845214901266,PROSODY,styletts2/default/eng,79.78216377575322,5.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
metavoice,metavoice,17,-2.83840817953614,PROSODY,metavoice/default/eng,69.97427544177214,14.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
xtts,xtts,18,-3.99775562565176,PROSODY,xtts/v2/eng,71.36158610335764,10.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
styletts2,styletts2,1,7.35473764138706,PROSODY,styletts2/default/eng,79.78216377575322,5.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
openvoice,openvoice,2,6.56135052845577,PROSODY,openvoice/default/eng,81.29334155408618,3.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
fish.speech,fish-speech,3,6.03682954661918,PROSODY,fish-speech/s1-mini/eng,82.59166725626412,2.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
qwen3.tts,qwen3-tts,4,6.0315929599841,PROSODY,qwen3-tts/1.7b-base/eng,79.81285319615066,4.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
f5.tts,f5-tts,5,6.03092157928828,PROSODY,f5-tts/v1/eng,76.55056812823426,7.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
tortoise,tortoise,6,5.54499083672332,PROSODY,tortoise/default/eng,79.77030588884341,6.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
vibevoice,vibevoice,7,5.47467214002922,PROSODY,vibevoice/default/eng,72.50082118500406,9.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
whisperspeech,whisperspeech,8,5.31707917725478,PROSODY,whisperspeech/small/eng,85.46543342966919,1.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
xtts,xtts,9,5.12435601804802,PROSODY,xtts/v2/eng,71.36158610335764,10.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
gpt.sovits,gpt-sovits,10,5.07793252670201,PROSODY,gpt-sovits/v4/eng,70.3477201039644,13.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
indextts,indextts,11,4.96149952680145,PROSODY,indextts/default/eng,74.99788424193653,8.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
hierspeech,hierspeech,12,4.68315516859304,PROSODY,hierspeech/v1.1/eng,66.8017498296821,16.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
metavoice,metavoice,13,4.37485937309078,PROSODY,metavoice/default/eng,69.97427544177214,14.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
vevo,vevo,14,4.30172370197253,PROSODY,vevo/vevo1.5/eng,66.71838971133513,17.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
e2.tts,e2-tts,15,4.11821068137815,PROSODY,e2-tts/default/eng,70.96915813043181,12.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
voicecraft,voicecraft,16,3.67431458016339,PROSODY,voicecraft/giga830m_tts_enhanced/eng,71.21109769079061,11.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
maskgct,maskgct,17,3.5705299191152,PROSODY,maskgct/default/eng,68.23444428411554,15.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
recording,recording,18,0.0,PROSODY,recording/default/eng,63.77657720781002,18.0,intel,aggregated_results_sap_very_high_wer__libritts.csv
qwen3.tts,qwen3-tts,1,0.317398723409799,SPEAKER,qwen3-tts/1.7b-base/eng,77.57336392626777,1.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
indextts,indextts,2,0.163458700013522,SPEAKER,indextts/default/eng,67.9372305678391,8.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
recording,recording,3,0.0,SPEAKER,recording/default/eng,60.54845002064921,17.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
e2.tts,e2-tts,4,-0.831598125330395,SPEAKER,e2-tts/default/eng,69.41577531789125,7.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
f5.tts,f5-tts,5,-1.22124076883453,SPEAKER,f5-tts/v1/eng,72.92595607465218,2.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
vibevoice,vibevoice,6,-1.65097131714821,SPEAKER,vibevoice/default/eng,66.60129552478371,11.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
fish.speech,fish-speech,7,-1.81283702895312,SPEAKER,fish-speech/s1-mini/eng,71.77752157781471,4.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
hierspeech,hierspeech,8,-1.98895599630293,SPEAKER,hierspeech/v1.1/eng,63.19124180038051,14.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
voicecraft,voicecraft,9,-2.18098694371845,SPEAKER,voicecraft/giga830m_tts_enhanced/eng,61.07912129025428,16.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
tortoise,tortoise,10,-2.20868955441487,SPEAKER,tortoise/default/eng,71.7597537438509,5.0,sim,aggregated_results_sap_very_high_wer__libritts.csv
